"","X","RT","SERIALNO","SPORDER","PUMA","ST","ADJINC","AGEP","CIT","CITWP","COW","DDRS","DEAR","DEYE","DOUT","DPHY","DRAT","DRATX","DREM","ENG","FER","GCL","GCM","GCR","HINS1","HINS2","HINS3","HINS4","HINS5","HINS6","HINS7","INTP","JWMNP","JWRIP","JWTR","LANP","LANX","MAR","MARHD","MARHM","MARHT","MARHW","MARHYP","MIG","MIL","MLPA","MLPB","MLPCD","MLPE","MLPFG","MLPH","MLPI","MLPJ","MLPK","NWAB","NWAV","NWLA","NWLK","NWRE","OIP","PAP","RELP","RETP","SCH","SCHG","SCHL","SEMP","SEX","SSIP","SSP","WAGP","WKHP","WKL","WKW","WRK","YOEP","ANC","ANC1P","ANC2P","DECADE","DIS","DRIVESP","ESP","ESR","FHICOVP","FOD1P","FOD2P","HICOV","HISP","INDP","JWAP","JWDP","MIGPUMA","MIGSP","MSP","NAICSP","NATIVITY","NOP","OC","OCCP","PAOC","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACAIAN","RACASN","RACBLK","RACNH","RACNUM","RACPI","RACSOR","RACWHT","RC","SCIENGP","SCIENGRLP","SFN","SFR","SOCP","VPS","WAOB","FAGEP","FANCP","FCITP","FCITWP","FCOWP","FDDRSP","FDEARP","FDEYEP","FDISP","FDOUTP","FDPHYP","FDRATP","FDRATXP","FDREMP","FENGP","FESRP","FFERP","FFODP","FGCLP","FGCMP","FGCRP","FHINS1P","FHINS2P","FHINS3C","FHINS3P","FHINS4C","FHINS4P","FHINS5C","FHINS5P","FHINS6P","FHINS7P","FHISP","FINDP","FINTP","FJWDP","FJWMNP","FJWRIP","FJWTRP","FLANP","FLANXP","FMARHDP","FMARHMP","FMARHTP","FMARHWP","FMARHYP","FMARP","FMIGP","FMIGSP","FMILPP","FMILSP","FOCCP","FOIP","FPAP","FPERNP","FPINCP","FPOBP","FPOWSP","FPRIVCOVP","FPUBCOVP","FRACP","FRELP","FRETP","FSCHGP","FSCHLP","FSCHP","FSEMP","FSEXP","FSSIP","FSSP","FWAGP","FWKHP","FWKLP","FWKWP","FWRKP","FYOEP","stdworker"
"17510",79635,"P",709620,1,1400,"South Carolina/SC",1007588,41,"Born in the U.S.",NA,"Local government employee","No","No","No","No","No",NA,NA,"No",NA,NA,"No",NA,NA,"Yes","No","No","No","No","No","No",0,10,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Married","No","No","Two times","No",2009,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Reference person","None","No, has not attended in the last 3 months",NA,"Associate's degree",0,"Male","None","None",43000,96,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Single","Scottish","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","ADM-JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES","6:25 a.m. to 6:29 a.m.","6:15 a.m. to 6:19 a.m.",NA,NA,"Now married, spouse present","ADM-JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES","Native",NA,"No (includes GQ)","PRT-FIREFIGHTERS",NA,43000,43000,"West Virginia/WV","392","01400","South Carolina/SC","With private health insurance coverage","Without public health coverage","July through September","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,NA,NA,"PRT-FIREFIGHTERS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"15492",70427,"P",783764,2,5302,"Ohio/OH",1007588,42,"U.S. citizen by naturalization",1985,"Self employed not incorporated","No","No","No","No","No",NA,NA,"No","Very well","No","No",NA,NA,"Yes","No","No","No","No","No","No",0,30,"In 2-person carpool","Car, truck, or van","Vietnamese","Yes, speaks another language","Married","No","No","One time","No",2002,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Husband/wife","None","No, has not attended in the last 3 months",NA,"Regular high school diploma",100000,"Female","None","None",0,50,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",1980,"Single","Asian","Not reported","1980 - 1989","Without a disability","0.500 vehicles (In a 2-person carpool)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","SRV-NAIL SALONS AND OTHER PERSONAL CARE SERVICES","8:45 a.m. to 8:49 a.m.","8:15 a.m. to 8:19 a.m.",NA,NA,"Now married, spouse present","SRV-NAIL SALONS AND OTHER PERSONAL CARE SERVICES","Foreign born",NA,"No (includes GQ)","PRS-MISCELLANEOUS PERSONAL APPEARANCE WORKERS","Females with own children 6 to 17 years only",1e+05,1e+05,"Vietnam","501 percent or more","05400","Ohio/OH","With private health insurance coverage","Without public health coverage","April through June","Asian alone","Vietnamese alone","Vietnamese alone","No","Yes","No","No",1,"No","No","No","No (includes GQ)",NA,NA,NA,NA,"PRS-MISCELLANEOUS PERSONAL APPEARANCE WORKERS",NA,"Asia (POB = 158-159,161,200-299)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"12554",56657,"P",458851,2,905,"New Jersey/NJ",1007588,37,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,"Yes","No","No","No","No","No","No",0,60,NA,"Railroad",NA,"No, speaks only English","Married","No","No","One time","No",2009,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Husband/wife","None","No, has not attended in the last 3 months",NA,"Bachelor's degree",0,"Female","None","None",125000,50,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Single","Irish","Not reported",NA,"Without a disability",NA,NA,"Civilian employed, at work","No","HISTORY",NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","INF-PERIODICAL, BOOK, AND DIRECTORY PUBLISHERS","8:00 a.m. to 8:04 a.m.","7:00 a.m. to 7:04 a.m.",NA,NA,"Now married, spouse present","INF-PERIODICAL, BOOK, AND DIRECTORY PUBLISHERS","Native",NA,"No (includes GQ)","MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE MANAGERS AND POSTMASTERS AND MAIL SUPERINTENDENTS","Females with own children under 6 years only",125000,125000,"New Jersey/NJ","501 percent or more","03800","New York/NY","With private health insurance coverage","Without public health coverage","July through September","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)","No","No",NA,NA,"MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE MANAGERS AND POSTMASTERS AND MAIL SUPERINTENDENTS *",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",TRUE
"6045",27373,"P",234004,1,4400,"Georgia/GA",1007588,47,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,NA,"No",NA,NA,"Yes","No","No","No","No","No","No",0,45,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Married","No","No","One time","No",2005,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Reference person","None","No, has not attended in the last 3 months",NA,"no high school diploma",0,"Male","None","None",38400,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Single","White","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","FIN-COMMERCIAL, INDUSTRIAL, AND OTHER INTANGIBLE ASSETS RENTAL AND LEASING","4:45 a.m. to 4:49 a.m.","4:00 a.m. to 4:09 a.m.",NA,NA,"Now married, spouse present","FIN-COMMERCIAL, INDUSTRIAL, AND OTHER INTANGIBLE ASSETS RENTAL AND LEASING","Native",NA,"No (includes GQ)","RPR-BUS AND TRUCK MECHANICS AND DIESEL ENGINE SPECIALISTS",NA,38400,38400,"Georgia/GA","120","03000","Georgia/GA","With private health insurance coverage","Without public health coverage","April through June","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,NA,NA,"RPR-BUS AND TRUCK MECHANICS AND DIESEL ENGINE SPECIALISTS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No",TRUE
"15535",70608,"P",859193,1,902,"Ohio/OH",1007588,50,"Born in the U.S.",NA,"Local government employee","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,"Yes","No","No","No","No","No","No",0,30,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Widowed","No","No","One time","No",1992,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Reference person","008000","No, has not attended in the last 3 months",NA,"Bachelor's degree",0,"Female","None","None",49500,44,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Single","Puerto Rican","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No","PSYCHOLOGY",NA,"With health insurance coverage","Puerto Rican","ADM-JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES","7:45 a.m. to 7:49 a.m.","7:15 a.m. to 7:19 a.m.",NA,NA,"Widowed","ADM-JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES","Native",NA,"No (includes GQ)","OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE SUPPORT WORKERS","Females with no own children",49500,57500,"Ohio/OH","465","00900","Ohio/OH","With private health insurance coverage","Without public health coverage","January through March","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)","Yes","No",NA,NA,"OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE SUPPORT WORKERS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No",TRUE
"10754",48579,"P",1255321,1,1002,"Michigan/MI",1007588,27,"Born in the U.S.",NA,"Private not-for-profit employee","No","No","No","No","No",NA,NA,"No",NA,NA,NA,NA,NA,"Yes","No","No","No","No","No","No",0,25,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Never married or under 15 years old",NA,NA,NA,NA,NA,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Reference person","None","No, has not attended in the last 3 months",NA,"Bachelor's degree",0,"Male","None","None",31000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Multiple","German","English",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No","POLITICAL SCIENCE AND GOVERNMENT",NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","EDU-COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS,INCLUDING JUNIOR COLLEGES","7:50 a.m. to 7:54 a.m.","7:25 a.m. to 7:29 a.m.",NA,NA,"Never married","EDU-COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS, INCLUDING JUNIOR COLLEGES","Native",NA,"No (includes GQ)","OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS",NA,31000,31000,"Ohio/OH","250","01000","Michigan/MI","With private health insurance coverage","Without public health coverage","January through March","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)","Yes","No",NA,NA,"OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"10972",49562,"P",420621,3,1000,"Minnesota/MN",1007588,41,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,NA,"No",NA,NA,"Yes","No","No","No","No","No","No",0,40,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Never married or under 15 years old",NA,NA,NA,NA,NA,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Biological son or daughter","None","No, has not attended in the last 3 months",NA,"Regular high school diploma",0,"Male","None","None",16000,40,"Within the past 12 months","less than 14 weeks worked during past 12 months","Worked",NA,"Not reported","Not reported","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","RET-OTHER MOTOR VEHICLE DEALERS","9:05 a.m. to 9:09 a.m.","8:25 a.m. to 8:29 a.m.",NA,NA,"Never married","RET-OTHER MOTOR VEHICLE DEALERS","Native",NA,"No (includes GQ)","SAL-RETAIL SALESPERSONS",NA,16000,16000,"Minnesota/MN","147","01000","Minnesota/MN","With private health insurance coverage","Without public health coverage","April through June","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,"In subfamily 1","Parent in a parent/child subfamily","SAL-RETAIL SALESPERSONS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",TRUE
"9042",40794,"P",644829,1,2401,"Louisiana/LA",1007588,45,"Not a citizen of the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,NA,"No",NA,NA,"Yes","No","No","No","No","No","No",0,10,NA,"Streetcar or trolley car (carro publico in Puerto Rico)",NA,"No, speaks only English","Never married or under 15 years old",NA,NA,NA,NA,NA,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Reference person","None","No, has not attended in the last 3 months",NA,"Associate's degree",0,"Male","None","None",140000,45,"Within the past 12 months","48 to 49 weeks worked during past 12 months","Worked",2005,"Single","British","Not reported","2000 or later","Without a disability",NA,NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","EXT-OIL AND GAS EXTRACTION","5:40 a.m. to 5:44 a.m.","5:30 a.m. to 5:34 a.m.",NA,NA,"Never married","EXT-OIL AND GAS EXTRACTION","Foreign born",NA,"No (includes GQ)","ENT-DESIGNERS",NA,140000,140000,"United Kingdom, Not Specified","501 percent or more","02400","Louisiana/LA","With private health insurance coverage","Without public health coverage","October through December","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,NA,NA,"ENT-DESIGNERS",NA,"Europe (POB = 100-157,160,162-199)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"6145",27772,"P",419750,1,4002,"Georgia/GA",1007588,44,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,"Yes","No","No","No","No","No","No",0,60,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Married","No","No","One time","No",2000,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Reference person","None","No, has not attended in the last 3 months",NA,"Bachelor's degree",0,"Female","None","None",54000,47,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Multiple","Black","African American",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No","MANAGEMENT INFORMATION SYSTEMS AND STATISTICS",NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","FIN-SECURITIES, COMMODITIES, FUNDS, TRUSTS, AND OTHER FINANCIAL INVESTMENTS","9:15 a.m. to 9:19 a.m.","8:15 a.m. to 8:19 a.m.",NA,NA,"Now married, spouse present","FIN-SECURITIES, COMMODITIES, FUNDS, TRUSTS, AND OTHER FINANCIAL INVESTMENTS","Native",NA,"No (includes GQ)","SAL-FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS","Females with own children 6 to 17 years only",54000,54000,"New York/NY","386","01090","Georgia/GA","With private health insurance coverage","Without public health coverage","July through September","Black or African American alone","Black or African American alone","Black or African American alone","No","No","Yes","No",1,"No","No","No","No (includes GQ)","No","No",NA,NA,"SAL-FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"16651",75745,"P",410251,1,2302,"Pennsylvania/PA",1007588,43,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,NA,"No",NA,NA,"Yes","No","No","No","No","No","No",0,15,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Married","No","No","One time","No",1998,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Reference person","None","No, has not attended in the last 3 months",NA,"some college credit, no degree",0,"Male","None","None",80000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Single","Irish","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","MFG-METALWORKING MACHINERY","8:00 a.m. to 8:04 a.m.","7:45 a.m. to 7:49 a.m.",NA,NA,"Now married, spouse present","MFG-METALWORKING MACHINERY","Native",NA,"No (includes GQ)","PRD-MISCELLANEOUS ASSEMBLERS AND FABRICATORS",NA,80000,80000,"Pennsylvania/PA","479","02400","Pennsylvania/PA","With private health insurance coverage","Without public health coverage","October through December","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,NA,NA,"PRD-MISCELLANEOUS ASSEMBLERS AND FABRICATORS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"4466",19954,"P",238185,1,200,"Delaware/DE",1007588,34,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,"Yes","No","No","No","No","No","No",0,10,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Never married or under 15 years old",NA,NA,NA,NA,NA,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","006000","None","Reference person","None","No, has not attended in the last 3 months",NA,"some college credit, no degree",0,"Female","None","None",35000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Single","African American","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","MED-OFFICES OF PHYSICIANS","7:10 a.m. to 7:14 a.m.","7:00 a.m. to 7:04 a.m.",NA,NA,"Never married","MED-OFFICES OF PHYSICIANS","Native",NA,"No (includes GQ)","HLS-PHLEBOTOMISTS","Females with own children 6 to 17 years only",35000,41000,"Maryland/MD","212","00200","Delaware/DE","With private health insurance coverage","Without public health coverage","October through December","Black or African American alone","Black or African American alone","Black or African American alone","No","No","Yes","No",1,"No","No","No","No (includes GQ)",NA,NA,NA,NA,"HLS-PHLEBOTOMISTS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"13320",60317,"P",302785,2,4104,"New York/NY",1007588,41,"Born in the U.S.",NA,"Self employed incorporated","No","No","No","No","No",NA,NA,"No","Very well",NA,"No",NA,NA,"Yes","No","No","No","No","No","No",0,40,"Drove alone","Car, truck, or van","Spanish","Yes, speaks another language","Married","No","No","One time","No",2007,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Husband/wife","None","No, has not attended in the last 3 months",NA,"Bachelor's degree",0,"Male","None","None",150000,50,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Single","Dominican","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No","MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION",NA,"With health insurance coverage","Dominican","CON-CONSTRUCTION, INCL CLEANING DURING AND IMM AFTER","7:40 a.m. to 7:44 a.m.","7:00 a.m. to 7:04 a.m.",NA,NA,"Now married, spouse present","CON-CONSTRUCTION, INCL CLEANING DURING AND IMM AFTER","Native",NA,"No (includes GQ)","MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE MANAGERS AND POSTMASTERS AND MAIL SUPERINTENDENTS",NA,150000,150000,"New York/NY","501 percent or more","03300","New York/NY","With private health insurance coverage","Without public health coverage","January through March","Some Other Race alone","Some Other Race alone","Some Other Race alone","No","No","No","No",1,"No","Yes","No","No (includes GQ)","No","No",NA,NA,"MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE MANAGERS AND POSTMASTERS AND MAIL SUPERINTENDENTS *",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"2312",10406,"P",706019,1,3748,"California/CA",1007588,29,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,"No",NA,NA,NA,"Yes","No","No","No","No","No","No",0,45,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Never married or under 15 years old",NA,NA,NA,NA,NA,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Reference person","None","No, has not attended in the last 3 months",NA,"Bachelor's degree",0,"Female","None","None",39100,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Single","Sierra Leonean","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No","SOCIOLOGY",NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","RET-MAIL-ORDER HOUSES","9:15 a.m. to 9:19 a.m.","8:30 a.m. to 8:34 a.m.",NA,NA,"Never married","RET-MAIL-ORDER HOUSES","Native",NA,"No (includes GQ)","BUS-HUMAN RESOURCES WORKERS","Females with no own children",39100,39100,"California/CA","317","03700","California/CA","With private health insurance coverage","Without public health coverage","April through June","Black or African American alone","Black or African American alone","Black or African American alone","No","No","Yes","No",1,"No","No","No","No (includes GQ)","Yes","No",NA,NA,"BUS-HUMAN RESOURCES WORKERS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
